year,month,rank_GPA,nstocks,ret_vw
1991,2,8,430,7.9471
1991,2,9,438,8.6293
1991,2,10,570,8.7150
1991,3,1,511,3.3421
1991,3,2,191,1.4291
1991,3,3,271,0.5920
1991,3,4,354,3.0737
1991,3,5,313,1.6523
1991,3,6,363,1.3454
1991,3,7,389,2.4902
1991,3,8,428,0.1639
1991,3,9,437,4.3076
1991,3,10,569,6.8342
1991,4,1,507,1.2476
1991,4,2,189,0.2968
1991,4,3,268,0.1831
1991,4,4,351,0.2595
1991,4,5,312,0.3109
1991,4,6,361,1.1788
1991,4,7,389,-0.0662
1991,4,8,426,-1.2045
1991,4,9,436,0.3658
1991,4,10,564,-0.5501
1991,5,1,500,4.1422
1991,5,2,189,2.0739
1991,5,3,268,5.1690
1991,5,4,346,1.6691
1991,5,5,309,2.0485
1991,5,6,361,5.2547
1991,5,7,385,6.1794
1991,5,8,423,5.1385
1991,5,9,432,4.3597
1991,5,10,560,4.4466
1991,6,1,493,-6.4629
1991,6,2,189,-2.9693
1991,6,3,265,-4.9337
1991,6,4,347,-2.9197
1991,6,5,307,-3.3880
1991,6,6,359,-4.4314
1991,6,7,380,-5.4938
1991,6,8,419,-7.0634
1991,6,9,432,-3.6873
1991,6,10,560,-3.5235
1991,7,1,533,3.4677
1991,7,2,214,4.1684
1991,7,3,286,1.7330
1991,7,4,303,4.7757
1991,7,5,333,3.3166
1991,7,6,355,4.1832
1991,7,7,427,4.4718
1991,7,8,441,4.9569
1991,7,9,512,5.4469
1991,7,10,587,7.0201
1991,8,1,526,1.5297
1991,8,2,210,1.5051
1991,8,3,281,1.5054
1991,8,4,297,2.2074
1991,8,5,331,1.1346
1991,8,6,352,0.4761
1991,8,7,424,3.2966
1991,8,8,439,3.8841
1991,8,9,510,3.2347
1991,8,10,582,3.9094
1991,9,1,525,0.7676
1991,9,2,211,2.2933
1991,9,3,279,-1.5759
1991,9,4,296,-1.0106
1991,9,5,329,0.0715
1991,9,6,350,-2.0014
1991,9,7,421,-4.5100
1991,9,8,434,-1.2983
1991,9,9,507,-2.5635
1991,9,10,581,-1.8624
1991,10,1,522,2.0587
1991,10,2,211,2.9059
1991,10,3,278,-0.3912
1991,10,4,295,2.6411
1991,10,5,329,2.0032
1991,10,6,349,2.2143
1991,10,7,420,0.7774
1991,10,8,433,0.4239
1991,10,9,506,1.2543
1991,10,10,578,2.9913
1991,11,1,519,-3.2035
1991,11,2,211,-1.8998
1991,11,3,274,-4.9909
1991,11,4,294,-6.3254
1991,11,5,327,-6.3432
1991,11,6,347,-5.2805
1991,11,7,419,-3.4702
1991,11,8,432,-4.3926
1991,11,9,502,-2.0846
1991,11,10,572,0.3603
1991,12,1,519,8.5500
1991,12,2,210,6.8703
1991,12,3,274,8.9778
1991,12,4,291,8.9420
1991,12,5,324,7.0231
1991,12,6,348,8.9332
1991,12,7,415,12.3512
1991,12,8,430,12.2576
1991,12,9,500,12.9143
1991,12,10,567,15.4453
1992,1,1,510,1.1822
1992,1,2,209,-1.9530
1992,1,3,270,-0.9522
1992,1,4,290,1.8507
1992,1,5,323,-0.6449
1992,1,6,347,2.7266
1992,1,7,413,3.2849
1992,1,8,429,-1.3184
1992,1,9,497,-0.8178
1992,1,10,560,-3.4616
1992,2,1,507,2.0694
1992,2,2,209,-0.3438
1992,2,3,265,2.6905
1992,2,4,289,1.8258
1992,2,5,320,-0.7607
1992,2,6,345,2.5316
1992,2,7,410,1.6228
1992,2,8,429,1.4545
1992,2,9,497,1.9233
1992,2,10,557,0.0789
1992,3,1,499,-1.9849
1992,3,2,209,-1.8381
1992,3,3,266,-1.7457
1992,3,4,289,-3.5465
1992,3,5,320,-2.6054
1992,3,6,343,-1.2162
1992,3,7,407,-3.0718
1992,3,8,426,-2.9275
1992,3,9,494,0.0344
1992,3,10,554,-4.1082
1992,4,1,494,0.7301
1992,4,2,208,2.8069
1992,4,3,266,3.9308
1992,4,4,286,3.2138
1992,4,5,319,6.8340
1992,4,6,341,4.6274
1992,4,7,407,0.8759
1992,4,8,424,0.6872
1992,4,9,491,0.2689
1992,4,10,549,-2.4438
1992,5,1,487,1.1022
1992,5,2,205,1.5356
1992,5,3,264,-0.6448
1992,5,4,285,-0.3045
1992,5,5,317,0.6343
1992,5,6,338,-0.5026
1992,5,7,404,-0.4624
1992,5,8,421,0.8121
1992,5,9,490,0.6252
1992,5,10,545,0.7976
1992,6,1,475,-1.9381
1992,6,2,202,0.0470
1992,6,3,261,1.2108
1992,6,4,285,-3.3684
1992,6,5,313,-2.0881
1992,6,6,336,-3.4359
1992,6,7,401,-2.6745
1992,6,8,420,-1.8473
1992,6,9,482,-4.5524
1992,6,10,542,-3.1666
1992,7,1,513,2.7802
1992,7,2,202,4.5031
1992,7,3,264,4.9065
1992,7,4,309,3.5193
1992,7,5,345,4.4157
1992,7,6,345,4.3109
1992,7,7,415,2.1647
1992,7,8,453,4.9908
1992,7,9,527,4.5828
1992,7,10,588,4.5809
1992,8,1,507,-4.1346
1992,8,2,200,-3.0538
1992,8,3,262,-1.7435
1992,8,4,306,-1.1008
1992,8,5,339,-0.3851
1992,8,6,343,-4.4229
1992,8,7,411,-3.1760
1992,8,8,449,-0.1896
1992,8,9,524,-2.1030
1992,8,10,580,-0.9009
1992,9,1,495,3.0397
1992,9,2,198,0.4291
1992,9,3,262,0.4675
1992,9,4,303,1.5775
1992,9,5,335,1.5012
1992,9,6,342,0.6374
1992,9,7,409,-0.5499
1992,9,8,448,2.7600
1992,9,9,520,2.0942
1992,9,10,574,-0.9117
1992,10,1,492,-0.1025
1992,10,2,197,0.6154
1992,10,3,261,0.1077
1992,10,4,301,-0.4696
1992,10,5,333,-0.8637
1992,10,6,341,0.7775
1992,10,7,409,-1.7131
1992,10,8,446,-1.1026
1992,10,9,517,3.0575
1992,10,10,574,3.9235
1992,11,1,487,6.3118
1992,11,2,198,2.0013
1992,11,3,261,2.4041
1992,11,4,297,3.0277
1992,11,5,332,1.4379
1992,11,6,335,2.6605
1992,11,7,407,4.4614
1992,11,8,441,5.5416
1992,11,9,515,5.1708
1992,11,10,572,3.7883
1992,12,1,486,2.8205
1992,12,2,196,1.7069
1992,12,3,259,2.5646
1992,12,4,295,3.1543
1992,12,5,328,2.5935
1992,12,6,335,3.1874
1992,12,7,405,-3.6049
1992,12,8,439,-0.0232
1992,12,9,513,1.2671
1992,12,10,570,-0.4012
1993,1,1,485,2.8287
1993,1,2,196,4.2894
1993,1,3,258,2.5115
1993,1,4,295,2.5494
1993,1,5,327,0.7083
1993,1,6,334,-0.2332
1993,1,7,405,1.2343
1993,1,8,437,1.2891
1993,1,9,510,-1.2376
1993,1,10,567,-2.6492
1993,2,1,481,-0.1531
1993,2,2,195,4.0676
1993,2,3,257,4.1720
1993,2,4,293,2.1724
1993,2,5,326,4.0231
1993,2,6,333,0.3456
1993,2,7,403,-0.9343
1993,2,8,436,-2.1963
1993,2,9,508,-0.2192
1993,2,10,566,-3.1988
1993,3,1,478,5.0044
1993,3,2,194,2.1506
1993,3,3,257,2.1978
1993,3,4,292,2.6918
1993,3,5,324,1.8572
1993,3,6,330,3.0038
1993,3,7,404,2.3745
1993,3,8,438,1.7435
1993,3,9,506,0.4808
1993,3,10,565,1.8650
1993,4,1,475,0.7303
1993,4,2,193,1.6309
1993,4,3,255,-1.7861
1993,4,4,289,-0.9634
1993,4,5,324,-3.2578
1993,4,6,330,0.6668
1993,4,7,402,-1.9756
1993,4,8,437,-8.0953
1993,4,9,503,-4.8902
1993,4,10,559,-3.5808
1993,5,1,475,3.0271
1993,5,2,192,0.6542
1993,5,3,256,1.1732
1993,5,4,287,4.9449
1993,5,5,324,1.7668
1993,5,6,328,2.9934
1993,5,7,400,4.0802
1993,5,8,433,6.6138
1993,5,9,502,4.1186
1993,5,10,555,4.2471
1993,6,1,470,2.4424
1993,6,2,193,2.7430
1993,6,3,255,1.2911
1993,6,4,288,0.5373
1993,6,5,324,1.2123
1993,6,6,328,-0.7002
1993,6,7,397,-1.4828
1993,6,8,429,-2.0405
1993,6,9,502,-1.1020
1993,6,10,553,-2.0459
1993,7,1,574,2.3129
1993,7,2,218,2.3771
1993,7,3,304,1.0261
1993,7,4,329,0.2144
1993,7,5,343,0.7930
1993,7,6,394,0.6358
1993,7,7,464,0.3977
1993,7,8,456,-0.9090
1993,7,9,539,-3.6983
1993,7,10,594,-5.3604
1993,8,1,570,2.8756
1993,8,2,218,2.3648
1993,8,3,300,4.0168
1993,8,4,328,5.2467
1993,8,5,340,3.7884
1993,8,6,390,4.0645
1993,8,7,463,5.3303
1993,8,8,454,5.0934
1993,8,9,538,4.1088
1993,8,10,591,3.1040
1993,9,1,568,-0.2417
1993,9,2,217,-1.4143
1993,9,3,297,0.5135
1993,9,4,328,0.4178
1993,9,5,340,-1.1964
1993,9,6,387,1.2582
1993,9,7,462,-0.2972
1993,9,8,452,-1.3617
1993,9,9,534,-1.2325
1993,9,10,590,-0.0505
1993,10,1,565,3.5997
1993,10,2,217,0.5483
1993,10,3,297,2.3955
1993,10,4,326,3.0243
1993,10,5,338,1.4714
1993,10,6,385,1.7317
1993,10,7,461,1.8144
1993,10,8,452,2.4642
1993,10,9,532,4.5315
1993,10,10,586,3.7692
1993,11,1,563,-2.1799
1993,11,2,217,-1.4775
1993,11,3,297,-2.8223
1993,11,4,327,-3.9301
1993,11,5,337,-1.5525
1993,11,6,385,-1.2988
1993,11,7,461,-0.8721
1993,11,8,449,-0.6480
1993,11,9,531,2.3843
1993,11,10,583,0.3384
1993,12,1,561,3.2910
1993,12,2,216,2.8428
1993,12,3,296,1.2123
1993,12,4,323,2.7747
1993,12,5,336,2.0521
1993,12,6,382,2.3990
1993,12,7,460,3.1393
1993,12,8,447,0.8238
1993,12,9,530,-0.6092
1993,12,10,581,1.4987
1994,1,1,556,3.1032
1994,1,2,216,2.8941
1994,1,3,294,4.4228
1994,1,4,322,2.5539
1994,1,5,336,4.6345
1994,1,6,382,5.0831
1994,1,7,459,3.0378
1994,1,8,444,3.4883
1994,1,9,530,1.8931
1994,1,10,573,-0.0074
1994,2,1,551,-4.7088
1994,2,2,213,-4.1043
1994,2,3,294,-2.9680
1994,2,4,322,-2.7748
1994,2,5,335,-2.6069
1994,2,6,381,-2.3828
1994,2,7,455,0.4256
1994,2,8,445,-1.6728
1994,2,9,529,0.0472
1994,2,10,571,-0.5539
1994,3,1,548,-5.3007
1994,3,2,213,-5.3498
1994,3,3,292,-4.5665
1994,3,4,319,-5.5718
1994,3,5,334,-3.6816
1994,3,6,377,-4.3459
1994,3,7,452,-4.2056
1994,3,8,442,-3.6083
1994,3,9,524,-5.8080
1994,3,10,567,-3.9779
1994,4,1,547,-1.1155
1994,4,2,213,2.4030
1994,4,3,292,-0.0672
1994,4,4,315,1.7004
1994,4,5,334,2.1110
1994,4,6,377,1.7865
1994,4,7,450,0.8716
1994,4,8,439,-0.9248
1994,4,9,523,0.0322
1994,4,10,568,1.4044
1994,5,1,544,0.8616
1994,5,2,211,-4.5087
1994,5,3,288,-1.2819
1994,5,4,314,2.6097
1994,5,5,333,1.2881
1994,5,6,375,0.1167
1994,5,7,450,-0.3452
1994,5,8,437,1.5789
1994,5,9,519,0.4225
1994,5,10,564,0.8937
1994,6,1,538,-3.4387
1994,6,2,209,-3.6515
1994,6,3,286,-2.0854
1994,6,4,313,-2.9022
1994,6,5,331,-2.4989
1994,6,6,373,-1.2247
1994,6,7,447,-3.5514
1994,6,8,437,-1.7841
1994,6,9,518,-3.4640
1994,6,10,564,-2.5970
1994,7,1,639,4.7183
1994,7,2,260,3.5681
1994,7,3,303,3.6471
1994,7,4,358,4.1333
1994,7,5,384,2.3705
1994,7,6,419,2.1435
1994,7,7,500,3.6559
1994,7,8,481,3.2081
1994,7,9,599,2.3415
1994,7,10,673,2.5294
1994,8,1,635,0.6237
1994,8,2,258,1.9275
1994,8,3,302,3.1071
1994,8,4,357,2.4824
1994,8,5,382,3.0372
1994,8,6,418,2.8543
1994,8,7,498,7.4825
1994,8,8,480,5.8845
1994,8,9,598,7.2760
1994,8,10,669,7.7817
1994,9,1,633,-2.8971
1994,9,2,258,-2.3152
1994,9,3,299,-2.4370
1994,9,4,357,-2.2709
1994,9,5,380,-1.4912
1994,9,6,411,-2.5370
1994,9,7,496,-0.4962
1994,9,8,478,-0.7041
1994,9,9,593,-1.1948
1994,9,10,666,0.3102
1994,10,1,625,-1.1796
1994,10,2,258,2.3346
1994,10,3,298,1.4161
1994,10,4,355,0.9959
1994,10,5,379,2.8236
1994,10,6,410,0.8065
1994,10,7,492,1.1794
1994,10,8,474,2.2164
1994,10,9,592,3.5916
1994,10,10,659,4.1792
1994,11,1,621,-5.1839
1994,11,2,255,-1.6644
1994,11,3,297,-3.7034
1994,11,4,352,-4.8173
1994,11,5,378,-4.8451
1994,11,6,408,-4.5741
1994,11,7,492,-3.2477
1994,11,8,471,-4.2559
1994,11,9,589,-1.1662
1994,11,10,657,-0.5909
1994,12,1,621,4.0343
1994,12,2,254,0.3711
1994,12,3,295,1.0308
1994,12,4,349,1.2101
1994,12,5,376,1.2810
1994,12,6,406,1.6475
1994,12,7,492,2.2579
1994,12,8,464,1.1691
1994,12,9,586,0.2131
1994,12,10,654,0.7416
1995,1,1,613,0.1641
1995,1,2,253,4.1615
1995,1,3,291,1.5434
1995,1,4,349,2.9027
1995,1,5,371,0.6272
1995,1,6,403,2.5372
1995,1,7,489,0.4340
1995,1,8,460,0.4125
1995,1,9,584,2.4797
1995,1,10,649,1.6994
1995,2,1,610,4.8604
1995,2,2,252,2.6302
1995,2,3,288,3.6341
1995,2,4,349,3.4148
1995,2,5,370,4.5854
1995,2,6,402,3.5274
1995,2,7,487,4.4604
1995,2,8,457,3.7501
1995,2,9,581,4.1684
1995,2,10,646,3.1857
1995,3,1,603,1.1353
1995,3,2,252,0.3236
1995,3,3,288,1.2080
1995,3,4,347,1.9379
1995,3,5,366,5.6734
1995,3,6,401,3.5252
1995,3,7,484,2.6506
1995,3,8,455,3.7343
1995,3,9,577,3.4245
1995,3,10,642,3.8053
1995,4,1,599,2.3800
1995,4,2,250,1.5336
1995,4,3,286,1.6989
1995,4,4,345,1.8683
1995,4,5,362,3.0062
1995,4,6,401,2.3996
1995,4,7,481,4.3169
1995,4,8,452,2.3672
1995,4,9,575,3.7245
1995,4,10,635,3.1302
1995,5,1,596,3.5131
1995,5,2,247,4.3807
1995,5,3,283,2.4136
1995,5,4,342,1.1322
1995,5,5,358,3.6970
1995,5,6,399,2.0121
1995,5,7,479,3.4911
1995,5,8,451,3.6157
1995,5,9,572,3.1578
1995,5,10,634,2.6671
1995,6,1,583,1.8429
1995,6,2,245,-0.0100
1995,6,3,281,2.1182
1995,6,4,339,2.3944
1995,6,5,356,1.5750
1995,6,6,394,2.0763
1995,6,7,479,3.6857
1995,6,8,452,5.9874
1995,6,9,569,4.2105
1995,6,10,628,5.6857
1995,7,1,704,3.9670
1995,7,2,270,1.7093
1995,7,3,336,5.1405
1995,7,4,377,4.1662
1995,7,5,440,3.3403
1995,7,6,433,5.1300
1995,7,7,491,5.2408
1995,7,8,532,3.8572
1995,7,9,543,3.5055
1995,7,10,735,3.9990
1995,8,1,692,1.3677
1995,8,2,268,1.3133
1995,8,3,334,0.1815
1995,8,4,372,-0.8450
1995,8,5,439,0.3784
1995,8,6,431,0.4071
1995,8,7,489,-0.3595
1995,8,8,527,1.3272
1995,8,9,541,-1.2984
1995,8,10,729,0.5844
1995,9,1,686,5.2696
1995,9,2,265,3.5953
1995,9,3,330,1.6783
1995,9,4,371,1.0827
1995,9,5,437,2.6457
1995,9,6,430,-0.1943
1995,9,7,488,3.6503
1995,9,8,522,5.9978
1995,9,9,536,4.2278
1995,9,10,724,4.8252
1995,10,1,680,-1.8237
1995,10,2,263,-1.1671
1995,10,3,326,-2.1071
1995,10,4,371,-0.6573
1995,10,5,436,-1.7275
1995,10,6,427,-0.1912
1995,10,7,484,-3.5069
1995,10,8,521,-1.5561
1995,10,9,536,-0.3508
1995,10,10,718,2.5532
1995,11,1,672,4.9394
1995,11,2,261,2.2512
1995,11,3,323,5.6881
1995,11,4,371,4.3178
1995,11,5,428,4.8341
1995,11,6,426,4.7088
1995,11,7,481,5.4078
1995,11,8,520,3.3972
1995,11,9,535,2.1212
1995,11,10,714,2.5441
1995,12,1,665,4.9789
1995,12,2,260,4.3441
1995,12,3,322,2.8155
1995,12,4,370,3.8279
1995,12,5,425,3.0538
1995,12,6,418,1.7068
1995,12,7,477,1.6694
1995,12,8,515,-1.2255
1995,12,9,532,-1.6687
1995,12,10,712,0.3640
1996,1,1,662,2.8042
1996,1,2,261,3.3401
1996,1,3,320,2.6164
1996,1,4,367,1.9097
1996,1,5,423,3.2408
1996,1,6,416,5.1088
1996,1,7,474,2.9472
1996,1,8,515,1.0037
1996,1,9,526,0.7672
1996,1,10,707,3.0467
1996,2,1,658,-0.2712
1996,2,2,261,-0.1573
1996,2,3,317,0.1891
1996,2,4,364,0.7412
1996,2,5,422,0.0277
1996,2,6,409,4.0511
1996,2,7,473,-0.7019
1996,2,8,512,2.3631
1996,2,9,523,3.2888
1996,2,10,701,3.8169
1996,3,1,655,1.9571
1996,3,2,261,2.1522
1996,3,3,316,2.3715
1996,3,4,360,3.7538
1996,3,5,418,1.6001
1996,3,6,408,1.0188
1996,3,7,469,0.3713
1996,3,8,512,-2.0166
1996,3,9,520,1.3811
1996,3,10,694,0.1958
1996,4,1,654,1.5476
1996,4,2,259,0.1067
1996,4,3,312,1.7319
1996,4,4,359,3.0617
1996,4,5,414,0.8901
1996,4,6,406,1.3204
1996,4,7,466,3.9835
1996,4,8,508,4.7346
1996,4,9,520,5.2263
1996,4,10,691,3.8205
1996,5,1,652,3.9963
1996,5,2,258,0.9160
1996,5,3,312,1.4508
1996,5,4,356,1.0036
1996,5,5,412,0.2720
1996,5,6,403,1.8321
1996,5,7,466,3.4511
1996,5,8,508,3.6276
1996,5,9,516,4.8516
1996,5,10,688,5.6341
1996,6,1,650,0.4300
1996,6,2,256,0.3955
1996,6,3,310,-1.1297
1996,6,4,355,-0.7665
1996,6,5,410,0.2386
1996,6,6,398,-2.4226
1996,6,7,459,-1.9175
1996,6,8,502,-1.6283
1996,6,9,513,-1.8952
1996,6,10,685,0.9837
1996,7,1,742,-6.2157
1996,7,2,285,-7.0413
1996,7,3,402,-5.9943
1996,7,4,402,-6.5231
1996,7,5,446,-6.1656
1996,7,6,428,-5.5994
1996,7,7,496,-5.3037
1996,7,8,530,-6.8897
1996,7,9,604,-5.3934
1996,7,10,732,-5.1390
1996,8,1,737,3.4709
1996,8,2,284,2.5909
1996,8,3,398,4.3279
1996,8,4,401,1.4337
1996,8,5,442,4.1398
1996,8,6,425,1.2200
1996,8,7,492,2.9501
1996,8,8,527,1.4338
1996,8,9,600,3.0650
1996,8,10,728,3.9134
1996,9,1,729,3.8349
1996,9,2,282,2.4202
1996,9,3,394,2.6568
1996,9,4,398,2.8806
1996,9,5,438,5.2185
1996,9,6,424,4.6250
1996,9,7,487,5.5880
1996,9,8,523,5.5911
1996,9,9,597,8.6322
1996,9,10,722,7.0416
1996,10,1,725,2.6268
1996,10,2,281,0.8226
1996,10,3,390,2.7359
1996,10,4,392,2.7816
1996,10,5,434,-1.1158
1996,10,6,422,1.4902
1996,10,7,486,1.0728
1996,10,8,521,-2.2120
1996,10,9,592,1.7438
1996,10,10,721,-0.5623
1996,11,1,722,4.2219
1996,11,2,280,3.9106
1996,11,3,386,5.2883
1996,11,4,391,4.4338
1996,11,5,431,6.5417
1996,11,6,419,5.3791
1996,11,7,484,10.5255
1996,11,8,517,9.4881
1996,11,9,589,6.8081
1996,11,10,718,6.0198
1996,12,1,716,-1.4666
1996,12,2,278,-1.2702
1996,12,3,384,-0.8610
1996,12,4,389,1.7538
1996,12,5,430,-2.2148
1996,12,6,419,-1.7630
1996,12,7,480,-1.7185
1996,12,8,513,0.1862
1996,12,9,586,-1.8957
1996,12,10,715,-1.7740
1997,1,1,712,3.4289
1997,1,2,276,1.5320
1997,1,3,379,4.3249
1997,1,4,386,3.4592
1997,1,5,427,3.5620
1997,1,6,414,4.8477
1997,1,7,479,6.3069
1997,1,8,508,3.5129
1997,1,9,580,8.4426
1997,1,10,707,8.4949
1997,2,1,710,-1.4050
1997,2,2,274,-1.1065
1997,2,3,378,-1.7145
1997,2,4,384,-1.0471
1997,2,5,425,-2.1174
1997,2,6,411,0.7969
1997,2,7,475,-1.3142
1997,2,8,503,2.7730
1997,2,9,575,-1.3552
1997,2,10,699,-1.9091
1997,3,1,703,-4.4771
1997,3,2,271,-2.4327
1997,3,3,376,-2.0682
1997,3,4,381,-1.1792
1997,3,5,422,-1.7110
1997,3,6,410,-4.8668
1997,3,7,474,-4.0965
1997,3,8,501,-6.2394
1997,3,9,572,-3.4133
1997,3,10,691,-6.2896
1997,4,1,697,4.4267
1997,4,2,271,-0.0673
1997,4,3,375,0.5293
1997,4,4,377,2.2843
1997,4,5,419,3.7711
1997,4,6,406,3.8118
1997,4,7,471,5.1658
1997,4,8,495,2.6255
1997,4,9,570,5.4608
1997,4,10,687,10.3043
1997,5,1,691,7.8031
1997,5,2,270,7.6395
1997,5,3,373,5.4413
1997,5,4,375,8.0156
1997,5,5,414,7.2091
1997,5,6,406,4.9047
1997,5,7,469,6.9879
1997,5,8,494,8.6172
1997,5,9,567,7.0474
1997,5,10,684,8.1721
1997,6,1,685,4.5218
1997,6,2,269,3.0745
1997,6,3,369,3.9016
1997,6,4,372,3.4051
1997,6,5,410,1.5470
1997,6,6,406,5.4264
1997,6,7,466,6.5700
1997,6,8,492,3.1527
1997,6,9,563,2.9699
1997,6,10,683,4.3119
1997,7,1,915,5.8434
1997,7,2,301,5.6384
1997,7,3,376,5.0851
1997,7,4,456,6.1485
1997,7,5,498,6.3527
1997,7,6,479,8.5547
1997,7,7,502,9.3770
1997,7,8,518,9.3070
1997,7,9,655,8.1003
1997,7,10,758,6.0283
1997,8,1,910,-3.8919
1997,8,2,299,-2.2875
1997,8,3,375,-1.6299
1997,8,4,451,-0.7200
1997,8,5,495,-0.5468
1997,8,6,473,-4.0681
1997,8,7,499,-2.8171
1997,8,8,512,-4.2678
1997,8,9,649,-4.0442
1997,8,10,748,-5.7765
1997,9,1,900,8.1429
1997,9,2,296,5.5801
1997,9,3,374,5.4101
1997,9,4,442,6.0676
1997,9,5,488,4.3718
1997,9,6,472,3.5759
1997,9,7,494,6.3593
1997,9,8,509,7.3101
1997,9,9,643,3.6365
1997,9,10,744,3.6434
1997,10,1,891,-3.1379
1997,10,2,294,-2.5199
1997,10,3,372,-3.5868
1997,10,4,440,-4.2680
1997,10,5,482,-4.8396
1997,10,6,467,-6.1772
1997,10,7,492,-4.0186
1997,10,8,505,-5.0354
1997,10,9,637,-3.4862
1997,10,10,738,-1.4744
1997,11,1,880,4.5375
1997,11,2,293,3.5531
1997,11,3,367,2.8482
1997,11,4,433,0.3616
1997,11,5,480,0.5567
1997,11,6,462,3.1997
1997,11,7,489,3.8615
1997,11,8,500,2.8382
1997,11,9,634,5.0260
1997,11,10,733,5.1502
1997,12,1,875,2.4205
1997,12,2,290,5.0397
1997,12,3,366,1.0290
1997,12,4,431,0.9076
1997,12,5,475,-0.4529
1997,12,6,459,0.3924
1997,12,7,486,-0.7758
1997,12,8,492,3.9825
1997,12,9,632,0.0065
1997,12,10,728,-0.8032
1998,1,1,861,2.0934
1998,1,2,286,-1.2970
1998,1,3,360,-1.3560
1998,1,4,424,-2.2767
1998,1,5,471,-1.9810
1998,1,6,456,0.4431
1998,1,7,482,1.8104
1998,1,8,489,5.6033
1998,1,9,625,1.5385
1998,1,10,717,4.2670
1998,2,1,849,4.1652
1998,2,2,283,5.5995
1998,2,3,358,7.3751
1998,2,4,420,6.0388
1998,2,5,467,7.9011
1998,2,6,448,7.1144
1998,2,7,478,5.2794
1998,2,8,484,7.9040
1998,2,9,620,9.2735
1998,2,10,712,7.6894
1998,3,1,840,9.0301
1998,3,2,282,5.9758
1998,3,3,354,2.8467
1998,3,4,418,6.5107
1998,3,5,465,4.2890
1998,3,6,447,9.2942
1998,3,7,475,1.6791
1998,3,8,477,1.9555
1998,3,9,613,2.9887
1998,3,10,707,5.7962
1998,4,1,828,0.1391
1998,4,2,278,0.1704
1998,4,3,352,2.2880
1998,4,4,411,0.9738
1998,4,5,458,1.6865
1998,4,6,444,2.5027
1998,4,7,472,2.7695
1998,4,8,474,1.5446
1998,4,9,608,0.7881
1998,4,10,699,-1.0220
1998,5,1,820,-1.6910
1998,5,2,275,-3.4511
1998,5,3,351,-4.2288
1998,5,4,409,-3.1068
1998,5,5,449,-3.0678
1998,5,6,441,-3.6338
1998,5,7,469,-3.4550
1998,5,8,470,-2.7065
1998,5,9,604,-1.7687
1998,5,10,690,-1.4510
1998,6,1,810,5.3140
1998,6,2,270,2.2076
1998,6,3,348,-2.1937
1998,6,4,405,1.4460
1998,6,5,447,-1.0627
1998,6,6,436,1.8723
1998,6,7,466,0.8377
1998,6,8,467,3.4550
1998,6,9,598,4.3000
1998,6,10,683,10.2631
1998,7,1,873,-2.9736
1998,7,2,305,-3.1287
1998,7,3,383,-3.5946
1998,7,4,443,-2.1186
1998,7,5,451,-6.4639
1998,7,6,471,-7.9364
1998,7,7,468,0.4350
1998,7,8,552,-3.2648
1998,7,9,616,1.7781
1998,7,10,810,-1.5197
1998,8,1,863,-12.8579
1998,8,2,302,-12.2776
1998,8,3,380,-18.7964
1998,8,4,433,-12.5438
1998,8,5,447,-12.1206
1998,8,6,465,-14.9463
1998,8,7,464,-13.6318
1998,8,8,547,-13.7810
1998,8,9,608,-11.8456
1998,8,10,806,-15.8906
1998,9,1,852,5.5890
1998,9,2,300,7.8222
1998,9,3,374,7.0937
1998,9,4,431,7.5947
1998,9,5,442,6.2851
1998,9,6,460,5.2322
1998,9,7,457,10.9340
1998,9,8,544,8.7773
1998,9,9,605,6.5996
1998,9,10,798,9.1136
1998,10,1,838,5.8710
1998,10,2,294,4.1031
1998,10,3,372,6.9652
1998,10,4,427,5.9512
1998,10,5,437,4.8837
1998,10,6,452,10.8270
1998,10,7,451,10.8801
1998,10,8,542,6.6705
1998,10,9,602,9.3698
1998,10,10,783,5.0722
1998,11,1,811,3.4736
1998,11,2,291,1.9341
1998,11,3,365,3.1108
1998,11,4,421,5.0956
1998,11,5,432,5.4258
1998,11,6,447,6.6687
1998,11,7,447,7.7775
1998,11,8,536,7.4499
1998,11,9,595,6.9722
1998,11,10,772,9.0282
1998,12,1,800,10.0175
1998,12,2,286,3.4311
1998,12,3,364,5.7404
1998,12,4,420,3.6390
1998,12,5,426,1.5591
1998,12,6,446,4.2058
1998,12,7,442,8.9360
1998,12,8,527,7.8814
1998,12,9,593,7.3205
1998,12,10,766,10.7717
1999,1,1,789,3.0401
1999,1,2,286,-0.6253
1999,1,3,359,3.7100
1999,1,4,413,1.3227
1999,1,5,420,0.9294
1999,1,6,441,2.8267
1999,1,7,435,3.2262
1999,1,8,523,6.8814
1999,1,9,586,4.6288
1999,1,10,755,8.0042
1999,2,1,774,-4.0871
1999,2,2,285,-3.6136
1999,2,3,351,-0.5101
1999,2,4,408,-1.4977
1999,2,5,415,-3.8644
1999,2,6,436,-7.3133
1999,2,7,430,-3.7197
1999,2,8,515,-5.4679
1999,2,9,581,-6.5428
1999,2,10,744,-5.3234
1999,3,1,763,7.0587
1999,3,2,282,0.3546
1999,3,3,342,3.8378
1999,3,4,406,3.3669
1999,3,5,413,6.2929
1999,3,6,429,-2.5131
1999,3,7,424,1.6779
1999,3,8,511,0.2164
1999,3,9,576,1.9011
1999,3,10,741,7.8179
1999,4,1,733,3.4861
1999,4,2,277,10.2962
1999,4,3,339,7.1938
