year,month,rank_IA,nstocks,ret_vw
1998,3,7,357,4.7889
1998,3,8,446,6.4480
1998,3,9,566,0.9371
1998,3,10,661,4.6101
1998,4,1,685,-1.4827
1998,4,2,311,-1.6857
1998,4,3,311,1.2030
1998,4,4,288,-0.0669
1998,4,5,297,-1.2359
1998,4,6,346,0.8780
1998,4,7,353,2.6020
1998,4,8,444,0.6126
1998,4,9,564,1.7972
1998,4,10,652,3.4354
1998,5,1,677,-1.7457
1998,5,2,309,-0.0130
1998,5,3,305,-1.9557
1998,5,4,287,-1.1228
1998,5,5,295,-0.6080
1998,5,6,341,-1.9219
1998,5,7,349,-1.9249
1998,5,8,442,-2.7357
1998,5,9,561,-5.6636
1998,5,10,648,-4.5104
1998,6,1,666,-3.5944
1998,6,2,308,3.3350
1998,6,3,302,3.0589
1998,6,4,284,0.3772
1998,6,5,295,3.8233
1998,6,6,336,1.8558
1998,6,7,348,3.3207
1998,6,8,440,4.9574
1998,6,9,556,8.4709
1998,6,10,646,2.6248
1998,7,1,915,-1.7697
1998,7,2,392,-3.3035
1998,7,3,357,-0.5866
1998,7,4,296,-3.8868
1998,7,5,344,0.2527
1998,7,6,371,-2.1069
1998,7,7,408,-5.3354
1998,7,8,538,-1.3514
1998,7,9,556,-1.0105
1998,7,10,614,-5.5871
1998,8,1,892,-14.8936
1998,8,2,390,-12.2167
1998,8,3,354,-9.2208
1998,8,4,294,-14.9059
1998,8,5,343,-13.0362
1998,8,6,370,-11.9029
1998,8,7,406,-13.5488
1998,8,8,532,-15.7876
1998,8,9,550,-16.0266
1998,8,10,610,-17.6806
1998,9,1,878,9.3518
1998,9,2,388,6.8570
1998,9,3,352,5.7046
1998,9,4,291,1.7575
1998,9,5,340,5.6757
1998,9,6,367,5.9345
1998,9,7,403,8.2826
1998,9,8,525,10.1786
1998,9,9,543,15.0550
1998,9,10,607,9.0505
1998,10,1,860,6.5583
1998,10,2,381,5.7564
1998,10,3,350,7.9275
1998,10,4,288,9.1589
1998,10,5,339,8.9425
1998,10,6,362,7.9659
1998,10,7,399,7.8734
1998,10,8,520,7.4758
1998,10,9,534,2.6371
1998,10,10,602,5.4729
1998,11,1,834,8.9427
1998,11,2,378,4.4293
1998,11,3,346,6.4170
1998,11,4,285,4.5095
1998,11,5,337,5.5835
1998,11,6,357,4.1267
1998,11,7,391,5.4993
1998,11,8,514,11.2665
1998,11,9,528,8.1053
1998,11,10,595,4.0408
1998,12,1,813,8.0517
1998,12,2,376,2.7615
1998,12,3,343,3.0159
1998,12,4,281,3.0708
1998,12,5,332,9.0765
1998,12,6,356,6.5519
1998,12,7,390,9.0298
1998,12,8,511,9.6098
1998,12,9,526,11.8212
1998,12,10,593,7.4685
1999,1,1,799,4.3325
1999,1,2,373,-0.8045
1999,1,3,340,-2.3103
1999,1,4,276,1.0547
1999,1,5,332,4.9845
1999,1,6,352,-0.7675
1999,1,7,382,4.6194
1999,1,8,508,9.1467
1999,1,9,519,15.8180
1999,1,10,585,3.6397
1999,2,1,779,-2.2025
1999,2,2,370,-2.2129
1999,2,3,335,-3.6816
1999,2,4,275,-1.1840
1999,2,5,330,-1.6727
1999,2,6,347,-1.7935
1999,2,7,379,-4.1298
1999,2,8,499,-7.7541
1999,2,9,507,-11.5298
1999,2,10,581,-7.5236
1999,3,1,767,10.5716
1999,3,2,365,1.0246
1999,3,3,333,2.8793
1999,3,4,274,1.9191
1999,3,5,328,2.4588
1999,3,6,344,2.7726
1999,3,7,378,4.6119
1999,3,8,493,3.8103
1999,3,9,502,7.2829
1999,3,10,575,-2.8161
1999,4,1,743,1.9796
1999,4,2,362,9.8303
1999,4,3,329,6.9803
1999,4,4,272,0.7203
1999,4,5,327,3.1388
1999,4,6,341,3.9195
1999,4,7,371,5.4729
1999,4,8,488,0.9646
1999,4,9,490,-1.6974
1999,4,10,564,11.0219
1999,5,1,727,-4.5177
1999,5,2,358,-1.4634
1999,5,3,324,1.5053
1999,5,4,269,-2.0877
1999,5,5,326,-1.1742
1999,5,6,341,-1.8481
1999,5,7,367,2.8374
1999,5,8,484,-3.3312
1999,5,9,486,-2.1295
1999,5,10,557,-1.3460
1999,6,1,718,2.0876
1999,6,2,355,3.1112
1999,6,3,321,2.9524
1999,6,4,266,-1.8081
1999,6,5,326,6.6962
1999,6,6,339,6.9273
1999,6,7,365,5.1531
1999,6,8,481,9.6439
1999,6,9,481,10.2428
1999,6,10,548,9.3271
1999,7,1,828,-1.5737
1999,7,2,408,0.9261
1999,7,3,348,-3.5648
1999,7,4,295,-1.1675
1999,7,5,319,-1.6179
1999,7,6,354,0.7316
1999,7,7,438,-3.6917
1999,7,8,435,-3.6005
1999,7,9,536,0.0507
1999,7,10,577,-6.4378
1999,8,1,813,-3.9196
1999,8,2,403,-1.3489
1999,8,3,346,-4.7195
1999,8,4,292,-0.7804
1999,8,5,312,-2.5442
1999,8,6,351,4.1217
1999,8,7,433,0.2744
1999,8,8,434,0.8592
1999,8,9,528,1.6483
1999,8,10,572,1.6047
1999,9,1,801,-1.9499
1999,9,2,395,-3.7353
1999,9,3,345,-2.7195
1999,9,4,289,-2.0947
1999,9,5,307,-2.6039
1999,9,6,348,-5.8360
1999,9,7,427,0.1974
1999,9,8,431,-1.0942
1999,9,9,522,-2.4658
1999,9,10,568,0.8428
1999,10,1,784,6.8120
1999,10,2,389,-0.5197
1999,10,3,342,4.7999
1999,10,4,286,4.7029
1999,10,5,301,-3.9165
1999,10,6,346,3.5915
1999,10,7,423,10.6184
1999,10,8,426,8.9181
1999,10,9,515,4.4920
1999,10,10,563,5.9367
1999,11,1,769,-0.0703
1999,11,2,383,1.4152
1999,11,3,340,2.8836
1999,11,4,283,3.0483
1999,11,5,298,3.2685
1999,11,6,345,5.1683
1999,11,7,422,2.2912
1999,11,8,423,4.9178
1999,11,9,509,8.1048
1999,11,10,556,7.4983
1999,12,1,756,8.9083
1999,12,2,378,5.0536
1999,12,3,338,-2.7428
1999,12,4,280,6.7035
1999,12,5,296,0.5358
1999,12,6,340,7.9011
1999,12,7,418,9.3597
1999,12,8,417,7.2700
1999,12,9,497,15.9995
1999,12,10,547,18.9492
2000,1,1,746,-2.6908
2000,1,2,372,-1.0058
2000,1,3,332,-1.2855
2000,1,4,278,-2.2479
2000,1,5,292,-2.7879
2000,1,6,337,-4.0460
2000,1,7,413,-7.9345
2000,1,8,412,-0.4571
2000,1,9,490,-5.2901
2000,1,10,543,-10.5420
2000,2,1,735,4.4139
2000,2,2,366,-3.3993
2000,2,3,329,-7.7769
2000,2,4,277,9.5332
2000,2,5,292,-2.5834
2000,2,6,336,2.5107
2000,2,7,411,-2.5186
2000,2,8,408,5.4208
2000,2,9,488,15.2609
2000,2,10,536,5.9327
2000,3,1,723,3.3469
2000,3,2,364,5.7751
2000,3,3,329,13.7134
2000,3,4,276,2.3572
2000,3,5,287,7.1103
2000,3,6,331,6.3075
2000,3,7,400,9.3958
2000,3,8,404,3.7004
2000,3,9,485,5.3514
2000,3,10,529,8.0591
2000,4,1,718,-5.2437
2000,4,2,356,0.7887
2000,4,3,328,-1.6878
2000,4,4,272,-3.1278
2000,4,5,285,-0.2704
2000,4,6,330,-1.4796
2000,4,7,396,1.1101
2000,4,8,397,0.2462
2000,4,9,480,-5.1924
2000,4,10,524,-16.3923
2000,5,1,713,-4.5125
2000,5,2,352,2.4823
2000,5,3,323,-8.0951
2000,5,4,270,-4.3479
2000,5,5,283,-0.9723
2000,5,6,328,-4.1908
2000,5,7,394,0.7552
2000,5,8,394,-2.6669
2000,5,9,475,-7.7689
2000,5,10,516,-11.0310
2000,6,1,709,4.0100
2000,6,2,346,-1.2362
2000,6,3,318,1.1659
2000,6,4,269,-4.7781
2000,6,5,281,3.6551
2000,6,6,325,1.2694
2000,6,7,387,1.2863
2000,6,8,391,8.3278
2000,6,9,471,10.7106
2000,6,10,510,13.7853
2000,7,1,801,-1.1601
2000,7,2,354,-2.6831
2000,7,3,324,1.5826
2000,7,4,297,-0.2079
2000,7,5,342,-5.9413
2000,7,6,320,-3.5200
2000,7,7,387,-3.4702
2000,7,8,372,-5.4997
2000,7,9,468,-3.8891
2000,7,10,602,-3.1421
2000,8,1,792,7.4583
2000,8,2,353,5.8252
2000,8,3,322,7.0472
2000,8,4,295,3.9905
2000,8,5,339,4.5393
2000,8,6,315,-0.1474
2000,8,7,382,4.3296
2000,8,8,368,8.3061
2000,8,9,462,12.3764
2000,8,10,599,7.8720
2000,9,1,780,-0.3570
2000,9,2,351,-4.6316
2000,9,3,318,1.0809
2000,9,4,292,-5.2050
2000,9,5,332,-3.2706
2000,9,6,312,0.5599
2000,9,7,380,1.5594
2000,9,8,365,-4.6135
2000,9,9,460,-20.2461
2000,9,10,588,-6.9716
2000,10,1,764,-1.4859
2000,10,2,346,-0.4870
2000,10,3,313,3.1976
2000,10,4,288,1.3984
2000,10,5,331,-0.8525
2000,10,6,309,1.3141
2000,10,7,376,2.2731
2000,10,8,363,-3.2129
2000,10,9,455,-4.3315
2000,10,10,580,-3.6417
2000,11,1,746,-8.2511
2000,11,2,336,-3.0248
2000,11,3,310,0.4946
2000,11,4,285,-1.1099
2000,11,5,329,-8.4187
2000,11,6,304,3.1879
2000,11,7,370,-5.1889
2000,11,8,360,-9.8571
2000,11,9,448,-17.9695
2000,11,10,567,-16.8027
2000,12,1,730,6.4179
2000,12,2,336,6.4691
2000,12,3,304,5.8011
2000,12,4,278,2.4845
2000,12,5,328,5.5890
2000,12,6,299,2.2350
2000,12,7,367,1.1816
2000,12,8,356,4.3846
2000,12,9,445,-2.6109
2000,12,10,560,-7.7613
2001,1,1,713,-0.7193
2001,1,2,334,1.6792
2001,1,3,299,-2.8738
2001,1,4,274,6.0212
2001,1,5,321,0.7450
2001,1,6,297,0.8412
2001,1,7,364,-1.4034
2001,1,8,350,5.7810
2001,1,9,442,8.8505
2001,1,10,557,11.6946
2001,2,1,695,-3.5869
2001,2,2,331,-2.3286
2001,2,3,296,-0.8613
2001,2,4,271,-3.2772
2001,2,5,319,-4.2977
2001,2,6,295,-0.9014
2001,2,7,353,-3.4339
2001,2,8,347,-13.1842
2001,2,9,440,-19.0764
2001,2,10,549,-17.5981
2001,3,1,686,-4.1580
2001,3,2,329,-4.1356
2001,3,3,293,-6.0510
2001,3,4,270,-4.4102
2001,3,5,318,-2.4443
2001,3,6,290,-4.6561
2001,3,7,352,-7.2452
2001,3,8,343,-8.3659
2001,3,9,434,-6.7263
2001,3,10,543,-11.8467
2001,4,1,677,6.9205
2001,4,2,327,6.3684
2001,4,3,288,4.6348
2001,4,4,269,10.6673
2001,4,5,312,3.0056
2001,4,6,288,4.8388
2001,4,7,347,8.6552
2001,4,8,344,8.5585
2001,4,9,428,11.4172
2001,4,10,538,13.9835
2001,5,1,664,4.1358
2001,5,2,322,2.8992
2001,5,3,285,2.1904
2001,5,4,268,1.6025
2001,5,5,310,2.3020
2001,5,6,285,1.7840
2001,5,7,344,-0.2352
2001,5,8,339,1.6977
2001,5,9,422,-4.7755
2001,5,10,528,0.1246
2001,6,1,645,-0.3693
2001,6,2,318,-2.3049
2001,6,3,282,-4.0251
2001,6,4,262,-2.5150
2001,6,5,306,-3.5972
2001,6,6,284,-3.9940
2001,6,7,337,-3.5767
2001,6,8,338,-0.7793
2001,6,9,422,-2.3475
2001,6,10,520,-0.5786
2001,7,1,642,-1.5384
2001,7,2,325,-4.4111
2001,7,3,283,-2.0365
2001,7,4,288,-1.6780
2001,7,5,287,1.9750
2001,7,6,304,-1.2366
2001,7,7,306,3.4343
2001,7,8,365,2.4553
2001,7,9,447,-0.5182
2001,7,10,774,-6.4360
2001,8,1,627,-3.1510
2001,8,2,321,-1.4105
2001,8,3,282,-1.3543
2001,8,4,287,-2.5185
2001,8,5,283,-2.8408
2001,8,6,303,-3.3291
2001,8,7,305,-3.2782
2001,8,8,363,-5.6067
2001,8,9,442,-7.9419
2001,8,10,765,-12.3430
2001,9,1,598,-8.1573
2001,9,2,315,-7.3931
2001,9,3,280,-11.4764
2001,9,4,284,-6.3264
2001,9,5,279,-6.3298
2001,9,6,297,-10.0363
2001,9,7,300,-5.9073
2001,9,8,360,-7.0721
2001,9,9,432,-10.4994
2001,9,10,757,-13.8358
2001,10,1,590,1.3313
2001,10,2,313,2.4356
2001,10,3,274,2.7535
2001,10,4,280,4.5108
2001,10,5,278,2.2773
2001,10,6,293,3.2974
2001,10,7,298,-0.4253
2001,10,8,358,-2.5129
2001,10,9,431,5.0044
2001,10,10,751,8.2810
2001,11,1,578,7.5667
2001,11,2,312,7.6347
2001,11,3,270,7.0666
2001,11,4,278,3.0325
2001,11,5,274,4.5220
2001,11,6,290,9.6676
2001,11,7,296,7.2100
2001,11,8,354,7.1298
2001,11,9,431,10.3045
2001,11,10,748,9.7042
2001,12,1,563,3.6777
2001,12,2,311,0.0494
2001,12,3,266,4.3158
2001,12,4,275,2.4481
2001,12,5,270,3.2933
2001,12,6,284,2.4011
2001,12,7,292,-0.7462
2001,12,8,350,3.5084
2001,12,9,428,2.5786
2001,12,10,739,-2.1621
2002,1,1,555,2.9032
2002,1,2,309,-2.1411
2002,1,3,264,1.2298
2002,1,4,274,-2.7974
2002,1,5,265,2.0166
2002,1,6,282,-1.0267
2002,1,7,292,-1.8262
2002,1,8,350,0.0181
2002,1,9,424,-0.0390
2002,1,10,733,-2.8241
2002,2,1,544,-2.4757
2002,2,2,309,0.1505
2002,2,3,260,1.9976
2002,2,4,273,0.8659
2002,2,5,264,1.5371
2002,2,6,281,-0.2434
2002,2,7,290,-0.3198
2002,2,8,348,-1.4868
2002,2,9,419,-3.1657
2002,2,10,728,-7.6792
2002,3,1,539,5.4324
2002,3,2,305,5.1399
2002,3,3,257,4.3598
2002,3,4,272,3.9778
2002,3,5,261,2.2583
2002,3,6,281,3.3158
2002,3,7,290,2.9995
2002,3,8,348,3.2605
2002,3,9,414,2.8942
2002,3,10,718,5.2577
2002,4,1,531,-3.7410
2002,4,2,302,-2.7171
2002,4,3,255,-0.7513
2002,4,4,271,-8.1547
2002,4,5,259,1.4745
2002,4,6,280,-5.6560
2002,4,7,288,-2.5237
2002,4,8,346,-6.5593
2002,4,9,411,-7.4911
2002,4,10,714,-10.1482
2002,5,1,520,-0.5507
2002,5,2,299,0.4607
2002,5,3,255,-0.1000
2002,5,4,268,0.6054
2002,5,5,257,-1.5046
2002,5,6,280,-1.5965
2002,5,7,283,0.3328
2002,5,8,346,0.4529
2002,5,9,411,-2.3955
2002,5,10,704,-3.8652
2002,6,1,511,-6.8420
2002,6,2,297,-5.2521
2002,6,3,254,-4.5512
2002,6,4,267,-4.3202
2002,6,5,256,-7.0382
2002,6,6,276,-11.7665
2002,6,7,282,-8.7121
2002,6,8,343,-6.4201
2002,6,9,409,-5.5459
2002,6,10,697,-10.4805
2002,7,1,948,-7.6475
2002,7,2,389,-8.4618
2002,7,3,317,-8.9796
2002,7,4,263,-8.8188
2002,7,5,285,-7.1436
2002,7,6,285,-8.9862
2002,7,7,296,-8.3055
2002,7,8,282,-5.2212
2002,7,9,347,-9.1243
2002,7,10,489,-11.0962
2002,8,1,936,1.8278
2002,8,2,384,-4.8565
2002,8,3,314,-1.5816
2002,8,4,261,-0.1241
2002,8,5,284,-0.9533
2002,8,6,284,-2.1174
2002,8,7,296,3.8795
2002,8,8,281,0.5280
2002,8,9,346,0.5172
2002,8,10,486,0.2886
2002,9,1,914,-13.2924
2002,9,2,382,-13.5963
2002,9,3,310,-9.4408
2002,9,4,260,-12.9349
2002,9,5,284,-8.0857
2002,9,6,284,-8.5944
2002,9,7,295,-12.2092
2002,9,8,279,-10.4367
2002,9,9,342,-8.5232
2002,9,10,482,-7.3419
2002,10,1,900,11.8249
2002,10,2,380,9.4690
2002,10,3,310,6.7724
2002,10,4,260,12.1072
2002,10,5,283,7.6209
2002,10,6,284,9.8840
2002,10,7,294,6.0929
2002,10,8,279,7.9295
2002,10,9,341,7.9464
2002,10,10,481,4.9150
2002,11,1,884,12.0942
2002,11,2,375,13.5019
2002,11,3,303,8.8998
2002,11,4,256,7.8928
2002,11,5,283,3.7464
2002,11,6,282,5.4065
2002,11,7,294,8.2547
2002,11,8,278,5.6846
2002,11,9,341,2.7081
2002,11,10,478,6.4395
2002,12,1,873,-10.2525
2002,12,2,372,-13.6200
2002,12,3,301,-3.9709
2002,12,4,254,-6.3008
2002,12,5,283,-2.6085
2002,12,6,279,-4.4658
2002,12,7,291,-5.1468
2002,12,8,277,-6.3866
2002,12,9,340,-4.3875
2002,12,10,476,-6.3109
2003,1,1,855,-1.7949
2003,1,2,367,-1.2682
2003,1,3,299,-1.5400
2003,1,4,253,-3.6658
2003,1,5,282,-3.3570
2003,1,6,278,-2.1020
2003,1,7,291,-3.1148
2003,1,8,277,-4.8746
2003,1,9,338,-2.0239
2003,1,10,472,-1.9952
2003,2,1,838,-1.2951
2003,2,2,366,1.7609
2003,2,3,298,-2.7551
2003,2,4,251,-4.4275
2003,2,5,281,-2.6007
2003,2,6,276,-3.8354
2003,2,7,289,-1.5651
2003,2,8,276,0.2170
2003,2,9,336,-0.3346
2003,2,10,466,-1.5374
2003,3,1,815,0.0830
2003,3,2,362,-2.1349
2003,3,3,296,1.5510
2003,3,4,249,-0.2745
2003,3,5,280,1.7647
2003,3,6,275,1.9063
2003,3,7,289,-1.6386
2003,3,8,276,3.5398
2003,3,9,336,3.8147
2003,3,10,464,0.8740
2003,4,1,792,7.9882
2003,4,2,356,11.3995
2003,4,3,291,4.5036
2003,4,4,248,9.2909
2003,4,5,277,5.2465
2003,4,6,273,7.0944
2003,4,7,287,8.3416
2003,4,8,274,7.6168
2003,4,9,336,5.8866
2003,4,10,461,7.5748
2003,5,1,776,14.7430
2003,5,2,356,9.8103
2003,5,3,289,7.2029
2003,5,4,246,6.7952
2003,5,5,274,4.8706
2003,5,6,271,8.6991
2003,5,7,285,7.8979
2003,5,8,273,0.9199
2003,5,9,335,4.5171
2003,5,10,457,9.7355
2003,6,1,764,0.1297
2003,6,2,352,-0.5771
2003,6,3,285,0.5284
2003,6,4,246,-0.7448
2003,6,5,273,0.1581
2003,6,6,269,2.3446
2003,6,7,284,3.4675
2003,6,8,271,4.0024
2003,6,9,335,0.3197
2003,6,10,453,1.6734
2003,7,1,822,3.4138
2003,7,2,380,3.3612
2003,7,3,291,4.3729
2003,7,4,259,-1.5999
2003,7,5,274,4.8648
2003,7,6,264,0.7787
2003,7,7,302,2.0489
2003,7,8,323,1.8800
2003,7,9,329,-0.2942
2003,7,10,378,3.4143
2003,8,1,804,7.3254
2003,8,2,377,5.0876
2003,8,3,290,4.0530
2003,8,4,259,4.1577
2003,8,5,273,5.9988
2003,8,6,263,4.4684
2003,8,7,300,2.7164
2003,8,8,322,2.0083
2003,8,9,325,1.1037
2003,8,10,378,2.1239
2003,9,1,788,-4.7754
2003,9,2,373,-0.7370
2003,9,3,288,-1.9972
2003,9,4,257,-4.9265
2003,9,5,273,-2.4780
2003,9,6,262,-1.2514
2003,9,7,299,-1.7813
2003,9,8,320,0.6967
2003,9,9,324,-0.6701
2003,9,10,377,-3.1434
2003,10,1,780,6.7992
2003,10,2,369,6.9657
2003,10,3,283,7.8140
2003,10,4,256,7.4492
2003,10,5,272,8.6594
2003,10,6,260,8.3512
2003,10,7,296,3.4950
2003,10,8,320,4.1905
2003,10,9,324,4.8894
2003,10,10,375,5.8481
2003,11,1,769,4.1619
2003,11,2,367,2.9656
2003,11,3,282,2.5242
2003,11,4,254,1.0308
2003,11,5,272,2.1058
2003,11,6,260,4.2627
2003,11,7,295,0.1108
2003,11,8,318,0.9794
2003,11,9,324,1.3424
2003,11,10,369,0.7470
2003,12,1,760,4.5716
2003,12,2,364,5.2580
2003,12,3,277,6.2595
2003,12,4,250,6.2902
2003,12,5,271,1.1024
2003,12,6,260,4.9641
2003,12,7,295,5.0085
2003,12,8,317,5.0828
2003,12,9,323,4.0310
2003,12,10,369,4.0370
2004,1,1,747,4.5192
2004,1,2,361,4.0356
2004,1,3,276,2.8943
2004,1,4,249,0.7270
2004,1,5,270,-0.3995
2004,1,6,259,-0.7301
2004,1,7,294,1.2563
2004,1,8,316,1.9468
2004,1,9,322,2.7089
2004,1,10,366,2.1443
2004,2,1,740,-1.0286
2004,2,2,360,0.6467
2004,2,3,273,2.5194
2004,2,4,246,-0.4516
2004,2,5,270,-0.0153
2004,2,6,258,1.4839
2004,2,7,294,2.4522
2004,2,8,314,0.7276
2004,2,9,319,1.6108
2004,2,10,364,1.6928
2004,3,1,737,-2.3490
2004,3,2,357,-2.3219
2004,3,3,271,-0.4498
2004,3,4,244,-1.3807
2004,3,5,269,-1.7417
2004,3,6,257,-0.7904
2004,3,7,293,-1.1032
2004,3,8,313,-2.2033
2004,3,9,317,-1.4626
2004,3,10,362,0.1774
2004,4,1,728,-5.6467
2004,4,2,357,-3.3400
2004,4,3,269,0.8267
2004,4,4,242,-1.5219
2004,4,5,267,-0.6851
2004,4,6,256,-0.2359
2004,4,7,291,-0.6006
2004,4,8,311,-0.4877
2004,4,9,317,0.1699
2004,4,10,362,-2.2220
2004,5,1,726,2.6126
2004,5,2,355,1.9680
2004,5,3,268,0.6274
2004,5,4,239,-0.7820
2004,5,5,265,3.1552
2004,5,6,254,-1.5343
2004,5,7,289,1.1583
2004,5,8,309,0.9051
2004,5,9,315,1.6835
2004,5,10,359,1.4417
2004,6,1,721,1.6098
2004,6,2,351,2.5232
2004,6,3,269,2.2413
2004,6,4,238,2.8498
2004,6,5,262,0.9439
2004,6,6,251,3.7829
2004,6,7,289,2.0222
2004,6,8,309,3.5474
2004,6,9,313,2.0301
2004,6,10,358,1.1639
2004,7,1,762,-8.3404
2004,7,2,359,-6.5123
2004,7,3,249,-3.6280
2004,7,4,272,-4.6485
2004,7,5,238,-4.0199
2004,7,6,226,-2.5636
2004,7,7,211,-5.4327
2004,7,8,245,-1.1318
2004,7,9,335,-2.5919
2004,7,10,537,-7.6981
2004,8,1,751,-2.7719
2004,8,2,356,-2.4410
2004,8,3,247,-0.4433
2004,8,4,272,-0.5579
2004,8,5,237,-2.2164
2004,8,6,225,0.2867
2004,8,7,211,1.7210
2004,8,8,243,-0.0951
2004,8,9,332,-0.7813
2004,8,10,537,-0.1797
2004,9,1,745,-2.2592
2004,9,2,355,1.8378
2004,9,3,246,1.7631
2004,9,4,268,4.5093
2004,9,5,237,1.4347
2004,9,6,223,1.4343
2004,9,7,211,1.0553
2004,9,8,241,2.5130
2004,9,9,331,2.9363
2004,9,10,533,3.1128
2004,10,1,742,2.9682
2004,10,2,353,3.2021
2004,10,3,246,1.8083
2004,10,4,266,3.8696
2004,10,5,236,1.7771
2004,10,6,223,0.8725
2004,10,7,210,1.8266
2004,10,8,241,1.1558
2004,10,9,330,2.4089
2004,10,10,533,-0.0483
2004,11,1,735,5.8118
2004,11,2,351,4.1093
2004,11,3,243,5.0393
2004,11,4,264,4.8228
2004,11,5,233,4.0588
2004,11,6,223,5.1656
2004,11,7,210,5.6789
2004,11,8,241,3.4831
2004,11,9,330,5.4256
2004,11,10,530,4.5402
2004,12,1,729,4.2274
2004,12,2,348,4.5438
2004,12,3,238,2.9978
2004,12,4,264,2.8948
2004,12,5,232,2.9553
2004,12,6,222,3.1335
2004,12,7,210,4.5325
2004,12,8,240,2.5579
2004,12,9,330,3.5664
2004,12,10,528,3.1860
2005,1,1,719,-6.3453
2005,1,2,344,-4.7587
2005,1,3,234,-2.3020
2005,1,4,263,-2.3949
2005,1,5,232,-2.0941
2005,1,6,220,-1.0914
2005,1,7,210,-1.4118
2005,1,8,239,-0.4379
2005,1,9,329,-2.0535
2005,1,10,527,-6.4571
2005,2,1,712,2.6988
2005,2,2,341,1.5150
2005,2,3,233,1.1858
2005,2,4,263,2.3530
2005,2,5,231,4.0968
2005,2,6,219,3.8387
2005,2,7,210,2.9693
2005,2,8,238,4.1870
2005,2,9,327,1.1086
2005,2,10,525,1.5622
2005,3,1,707,-1.5419
2005,3,2,338,-0.4963
2005,3,3,231,0.0147
2005,3,4,263,-0.7813
2005,3,5,230,-2.4150
2005,3,6,219,-1.2239
2005,3,7,209,-1.0052
2005,3,8,238,-1.8487
2005,3,9,327,-1.3170
2005,3,10,524,-0.8198
2005,4,1,700,-2.3444
2005,4,2,336,-4.2524
2005,4,3,229,-2.7085
2005,4,4,262,-3.3072
2005,4,5,228,-4.2346
2005,4,6,219,-3.5834
2005,4,7,208,-0.8622
2005,4,8,238,-3.4916
2005,4,9,326,-0.8494
2005,4,10,520,-1.5173
2005,5,1,692,4.3502
2005,5,2,334,6.0792
2005,5,3,229,3.0753
2005,5,4,260,4.8476
2005,5,5,226,4.6306
2005,5,6,216,2.4993
2005,5,7,207,2.8444
2005,5,8,238,2.6156
2005,5,9,325,3.7823
2005,5,10,518,6.1709
2005,6,1,687,1.5120
2005,6,2,331,1.0810
2005,6,3,228,-1.0313
2005,6,4,260,2.3127
2005,6,5,220,0.2322
2005,6,6,216,-0.3080
2005,6,7,205,-0.4611
2005,6,8,235,-0.4066
2005,6,9,323,0.5174
2005,6,10,514,0.1013
2005,7,1,484,5.0609
2005,7,2,306,3.6903
2005,7,3,242,2.9906
2005,7,4,261,5.3184
2005,7,5,232,2.6901
2005,7,6,271,5.1744
2005,7,7,272,4.7428
2005,7,8,298,4.2339
2005,7,9,404,7.3639
2005,7,10,542,6.9370
2005,8,1,474,0.7629
2005,8,2,305,-1.7666
2005,8,3,242,-0.6387
2005,8,4,261,-2.2302
2005,8,5,228,-0.6513
2005,8,6,267,-0.9667
2005,8,7,271,-0.6305
2005,8,8,296,0.5387
2005,8,9,402,-1.4177
2005,8,10,538,-1.5207
2005,9,1,466,1.7116
2005,9,2,300,0.2797
2005,9,3,240,0.6444
2005,9,4,260,-0.2691
2005,9,5,226,-0.3423
2005,9,6,265,-0.0293
2005,9,7,269,1.5376
2005,9,8,295,-0.1097
2005,9,9,397,2.3271
2005,9,10,535,1.3917
2005,10,1,462,-4.9910
2005,10,2,297,-2.9895
2005,10,3,239,-3.8013
2005,10,4,257,-1.6455
2005,10,5,226,-4.3472
2005,10,6,262,-0.8007
2005,10,7,268,-3.4336
2005,10,8,295,-1.3243
2005,10,9,395,-4.5141
2005,10,10,534,-2.3869
2005,11,1,458,2.2576
2005,11,2,296,3.5709
2005,11,3,236,4.9485
2005,11,4,255,5.4336
2005,11,5,224,0.8263
2005,11,6,261,2.5806
2005,11,7,266,2.6879
2005,11,8,291,4.5685
2005,11,9,387,3.8943
2005,11,10,531,5.1737
2005,12,1,452,0.7951
2005,12,2,295,0.3312
2005,12,3,234,-1.4922
2005,12,4,253,0.0561
2005,12,5,223,2.2489
2005,12,6,259,0.5865
2005,12,7,264,-1.3803
2005,12,8,291,-0.4195
2005,12,9,385,0.7227
2005,12,10,528,-0.5317
2006,1,1,443,5.9690
2006,1,2,291,4.4095
2006,1,3,231,1.6365
2006,1,4,253,2.1489
2006,1,5,221,2.9288
2006,1,6,257,4.4608
2006,1,7,263,4.6654
2006,1,8,290,2.4873
2006,1,9,384,6.1695
2006,1,10,526,5.0837
2006,2,1,435,1.0971
2006,2,2,290,1.4071
2006,2,3,226,1.1009
2006,2,4,252,-0.1058
2006,2,5,219,1.2525
2006,2,6,255,1.5510
2006,2,7,262,-1.2397
2006,2,8,291,-1.3195
2006,2,9,384,-1.3749
2006,2,10,521,-1.2290
2006,3,1,432,1.3113
2006,3,2,290,3.1024
2006,3,3,225,1.1306
2006,3,4,251,2.3959
2006,3,5,218,0.5473
2006,3,6,252,0.4595
2006,3,7,260,2.6354
2006,3,8,288,2.3916
2006,3,9,381,2.2856
2006,3,10,520,3.2911
2006,4,1,427,1.7891
2006,4,2,289,0.7950
2006,4,3,223,1.6424
2006,4,4,251,0.2806
